number,zip,latitude,longitude
114044,90028-6106,34.0622,-118.3383
114071,91502,34.1819,-118.3097
11407101,935504,NULL,NULL
114080,92553,33.916,-117.2281
11408001,949013224,NULL,NULL
114114,90403,34.0303,-118.4847
114123,95403-2126,38.4678,-122.7286
114266,95135-1598,37.3017,-121.7667
114354,90015-1421,34.0442,-118.2599
114390,94108-5805,37.7863,-122.4065
114415,92614-5610,33.692,-117.8523
114433,95971-9124,39.9524,-120.9709
114460,95834,38.6488,-121.4978
114549,93105-3538,34.4344,-119.7139
114585,95062,36.9641,-121.9985
11458501,951282541,NULL,NULL
114628,92867,33.8058,-117.8367
114716,94022,37.3611,-122.1283
114734,94709-1208,37.8771,-122.2609
11473401,92057,NULL,NULL
114761,95501,40.7988,-124.1658
114789,93741,36.7675,-119.7951
114813,93702-4709,36.7253,-119.732
114840,91182,34.1478,-118.1403
114859,92832-2095,33.8768,-117.917
114938,95020,36.9733,-121.5682
114947,92008,33.1313,-117.3188
115001,91208-2894,34.1664,-118.2283
115010,91203,34.1496,-118.2549
115083,94105-2968,37.7892,-122.3988
11508303,900175418,NULL,NULL
11508305,981012218,NULL,NULL
11508306,950542218,NULL,NULL
115126,92647-2710,33.7338,-118.003
115214,94709,37.8755,-122.2618
115296,92020-1799,32.8161,-117.0073
115357,92405,34.136,-117.2876
115393,93901,36.6731,-121.6688
115409,91711,34.1061,-117.7106
115454,95670,38.5944,-121.2801
115472,93704,36.8224,-119.7955
115490,95035-8008,37.4109,-121.8939
115515,94103,37.7819,-122.4043
115533,94520-0522,38.0189,-122.03
115658,94014,37.7055,-122.4617
115728,94619-1699,37.8027,-122.1872
115746,93013,34.4205,-119.5803
115755,95521-8299,40.8741,-124.0814
115773,95207-3896,38.0111,-121.3164
11577301,953560532,NULL,NULL
115861,92251-0158,32.8276,-115.5039
115931,95051-1303,37.3686,-121.9695
116226,92660,33.6414,-117.8657
116350,90401,34.0175,-118.4949
11635001,92626,NULL,NULL
116439,92618-0301,33.6751,-117.7786
11643901,927820223,NULL,NULL
116466,91950,32.8071,-117.1197
116475,91773,34.1024,-117.8184
116484,92868,33.7812,-117.8963
116563,92021,32.7948,-116.9457
116712,94523-4817,37.8818,-122.184
116846,90077-1519,34.1281,-118.4718
117052,93654,36.606,-119.4599
117104,91773-3298,34.0894,-117.831
117113,92108-4423,32.7783,-117.1554
117140,91750-4401,34.1009,-117.7726
117168,92651,33.5614,-117.7726
117195,96150,38.9269,-119.9716
117238,93534,34.6956,-118.1487
117247,94607,37.7962,-122.2624
117274,96130,40.4313,-120.6312
117520,94545-2800,37.6376,-122.1163
117557,94612-2801,37.8048,-122.2697
117575,92019-1108,32.8033,-116.9005
117627,92515-8247,33.9088,-117.4971
117636,92350,34.0515,-117.2611
117645,90808-1706,33.8317,-118.1358
117672,90604,33.9246,-117.9854
117690,90744-2397,33.7842,-118.2819
117706,91371-0002,34.1842,-118.5772
117715,90047-4899,33.9296,-118.3047
117724,90015-4181,34.0326,-118.2691
117733,91401-4096,34.1764,-118.4214
117751,91321-1200,34.3821,-118.5174
117788,90029,34.0873,-118.2922
117803,90033-1084,34.0616,-118.2114
117867,91342-3200,34.3149,-118.4191
117894,94565,38.0056,-121.8611
117928,94102-4908,37.804,-122.4172
117946,90045-2659,33.9706,-118.4157
117955,93001-2729,34.278,-119.294
118116,93726,36.7929,-119.7912
118125,93274,36.2041,-119.3679
118143,93710,36.8363,-119.7737
118161,95403,38.5086,-122.7585
118189,95207-4349,38.0073,-121.3085
118198,95841-9817,38.6614,-121.3426
118259,95821,38.6445,-121.3805
118277,92123,32.8217,-117.133
118286,92083-7736,33.1724,-117.2208
118347,94904-2590,37.955,-122.5499
118356,90023,34.0275,-118.2199
11835602,90602,NULL,NULL
11835603,91335,NULL,NULL
11835605,91764,NULL,NULL
11835606,92126,NULL,NULL
11835607,92410,NULL,NULL
11835608,91790,NULL,NULL
11835609,90048,NULL,NULL
11835610,90301,NULL,NULL
11835611,92020,NULL,NULL
11835612,92392,NULL,NULL
11835613,92801,NULL,NULL
11835614,93065,NULL,NULL
11835615,90717,NULL,NULL
118541,90275-6299,33.7346,-118.3334
118684,95482,39.1912,-123.229
118693,94027-4301,37.4529,-122.1814
118718,95348-2898,37.3353,-120.4767
118772,94619-3196,37.7891,-122.1673
118888,94613,37.7826,-122.1879
118912,92056-3899,33.1912,-117.3023
118921,94103,37.7795,-122.4104
11892101,95926,NULL,NULL
11892102,96001,NULL,NULL
11892103,93711,NULL,NULL
118930,95054-1897,37.3913,-121.9822
118958,93030,34.1954,-119.1814
118967,91606-3231,34.1827,-118.3961
118976,95350-5800,37.652,-121.0097
118994,94609-2419,37.8268,-122.2651
119058,93940,36.5998,-121.8968
119067,93940-4799,36.5908,-121.8858
119137,93021-1695,34.3,-118.8366
119164,91789-1399,34.0438,-117.8437
119173,90049-1599,34.0821,-118.4805
11917301,90007,NULL,NULL
119216,92583-2399,33.8074,-116.9701
119234,92108-3002,32.7639,-117.1643
119270,90028,34.1015,-118.3377
119331,94558-6236,38.2725,-122.2726
119340,94103-9946,37.7845,-122.4048
119359,91335-4631,34.2008,-118.5267
119368,90010,34.0613,-118.2993
119438,95128,37.3028,-121.9507
119456,90247,33.8931,-118.2929
119465,91803,34.0802,-118.1487
119508,92408,34.0598,-117.2822
119544,95127-3823,37.3591,-121.8159
119553,94608-2008,37.8419,-122.2877
119605,92037-1011,32.9095,-117.2442
119775,92101,32.7133,-117.1533
119845,91344-7401,34.2575,-118.4995
119951,95350-2381,37.6778,-120.9928
120069,91768,34.0621,-117.751
120078,91790,34.0721,-117.9496
120087,91101,34.1469,-118.1393
120184,94002-1908,37.5175,-122.2846
120254,90041-3392,34.1262,-118.2108
120272,92054-5356,33.1789,-117.3653
120290,94539-0390,37.528,-121.9146
120342,92626,33.6702,-117.9114
120403,90045-3505,33.9566,-118.4166
120421,93033-6699,34.1649,-119.1555
120537,92831-3199,33.8762,-117.8857
120661,92113-1964,32.7041,-117.1019
120698,94304-1337,37.3833,-122.186
120740,94708-1597,37.8982,-122.2602
120768,91103,34.1515,-118.1609
120795,94709,37.8766,-122.2633
120838,90010,34.0617,-118.2996
120865,94508-9707,38.5741,-122.4496
120883,95211-0197,37.9806,-121.3073
120953,92225,33.6615,-114.6517
120971,92069-1487,33.1502,-117.1817
121017,94520,37.9722,-122.0435
121044,91106-2003,34.1446,-118.1182
121150,90263,34.0419,-118.7077
121257,91711-6101,34.1034,-117.7059
121275,92115-3919,32.7637,-117.0635
121309,92106-2899,32.7133,-117.2512
121345,91711-6319,34.0983,-117.7119
121363,93257,36.0493,-119.0144
121381,90502,33.8518,-118.2898
121433,91731,34.075,-118.038
121619,92706-3398,33.7592,-117.8884
121628,90407-2138,34.01,-118.4905
121637,96003,40.5969,-122.387
121691,92373-0999,34.0636,-117.1638
121707,95501-9300,40.6967,-124.1951
121859,91786,34.1084,-117.6311
121868,92879,33.8832,-117.5135
121886,90601-1616,34.0199,-118.0333
121901,92506,33.9715,-117.3805
121983,94501,37.7812,-122.2675
121992,91770-1639,34.0808,-118.0828
122117,90020-1704,34.0662,-118.2899
122180,95822-1386,38.5419,-121.4917
122205,92692-3635,33.5519,-117.6649
122296,94609,37.82,-122.2669
122339,92101-4787,32.7189,-117.1516
122366,92008,33.1229,-117.2834
122375,92111-4998,32.8049,-117.1691
122384,92126-2999,32.9095,-117.1209
122409,92182,32.7753,-117.0712
122436,92110-2492,32.7714,-117.1887
122454,94133-2299,37.8036,-122.417
122506,94102-6011,37.7753,-122.4201
122597,94132,37.7213,-122.4779
122603,94960-0000,37.9696,-122.5643
122612,94117-1080,37.7756,-122.451
122649,93612-1312,36.824,-119.6978
122658,95207,37.9946,-121.3172
12265801,95231,NULL,NULL
122685,93291-9283,36.328,-119.385
12268501,932304523,NULL,NULL
12268502,93291,NULL,NULL
122694,93309,35.3528,-119.0623
122728,95765-3707,38.8197,-121.2923
122746,95128-2798,37.3163,-121.9297
122755,95192-0001,37.3352,-121.8812
122791,94402-3784,37.5344,-122.3361
122834,93309,35.3595,-119.0613
122843,90010,34.0614,-118.2933
122852,93454,34.4039,-119.6997
122889,93109-2394,34.4068,-119.698
122931,95053,37.3527,-121.9382
12293101,94709,NULL,NULL
122977,90405-1628,34.019,-118.4704
123013,95401-4395,38.4542,-122.7207
123095,94111-1920,37.7984,-122.4001
123165,91711-3905,34.1037,-117.7113
123208,94539,37.4693,-121.9194
123217,93277-2214,36.323,-119.3148
123280,96002,40.5642,-122.3157
123299,96003,40.6257,-122.318
123341,95677-3397,38.7928,-121.2126
123350,95340,37.3066,-120.4957
123396,93726,36.8028,-119.773
123448,92705,33.7661,-117.8521
123457,96003-8606,40.6133,-122.333
123484,96094-2899,41.4138,-122.3892
123493,95824-1529,38.5165,-121.4411
123509,94066-1698,37.6305,-122.466
123527,92410-2798,34.0887,-117.3138
123554,94575,37.84,-122.1068
123563,94534-3197,38.2355,-122.1202
123572,94928-3609,38.341,-122.6733
123581,91803,34.0815,-118.1505
12358101,95670,NULL,NULL
123633,92801-1701,33.8479,-117.9587
123642,92868-2609,33.7879,-117.8741
